replacement_id,stale_test_id,website_id,page_id,snapshot_version,required_version,snapshot_chunk_ids,required_chunk_ids,chunk_replacement_plan_json,any_embedding_update_required,selective_replace_instruction,split
REP-ST1810-P08,ST1810,W153,P08,V03,V05,"W153_V03_P08_C1,W153_V03_P08_C2","W153_V05_P08_C1,W153_V05_P08_C2","[{""from_chunk_id"": ""W153_V03_P08_C1"", ""to_chunk_id"": ""W153_V05_P08_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W153_V03_P08_C2"", ""to_chunk_id"": ""W153_V05_P08_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W153_V03_P08_C1,W153_V03_P08_C2 with embeddings of W153_V05_P08_C1,W153_V05_P08_C2 for W153 P08 V03->V05.",train
REP-ST1810-P09,ST1810,W153,P09,V03,V05,"W153_V03_P09_C1,W153_V03_P09_C2","W153_V05_P09_C1,W153_V05_P09_C2","[{""from_chunk_id"": ""W153_V03_P09_C1"", ""to_chunk_id"": ""W153_V05_P09_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W153_V03_P09_C2"", ""to_chunk_id"": ""W153_V05_P09_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W153_V03_P09_C1,W153_V03_P09_C2 with embeddings of W153_V05_P09_C1,W153_V05_P09_C2 for W153 P09 V03->V05.",train
REP-ST1810-P10,ST1810,W153,P10,V03,V05,"W153_V03_P10_C1,W153_V03_P10_C2","W153_V05_P10_C1,W153_V05_P10_C2","[{""from_chunk_id"": ""W153_V03_P10_C1"", ""to_chunk_id"": ""W153_V05_P10_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W153_V03_P10_C2"", ""to_chunk_id"": ""W153_V05_P10_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W153_V03_P10_C1,W153_V03_P10_C2 with embeddings of W153_V05_P10_C1,W153_V05_P10_C2 for W153 P10 V03->V05.",train
REP-ST1811-P01,ST1811,W153,P01,V08,V10,"W153_V08_P01_C1,W153_V08_P01_C2","W153_V10_P01_C1,W153_V10_P01_C2","[{""from_chunk_id"": ""W153_V08_P01_C1"", ""to_chunk_id"": ""W153_V10_P01_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W153_V08_P01_C2"", ""to_chunk_id"": ""W153_V10_P01_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W153_V08_P01_C1,W153_V08_P01_C2 with embeddings of W153_V10_P01_C1,W153_V10_P01_C2 for W153 P01 V08->V10.",train
REP-ST1811-P02,ST1811,W153,P02,V08,V10,"W153_V08_P02_C1,W153_V08_P02_C2","W153_V10_P02_C1,W153_V10_P02_C2","[{""from_chunk_id"": ""W153_V08_P02_C1"", ""to_chunk_id"": ""W153_V10_P02_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W153_V08_P02_C2"", ""to_chunk_id"": ""W153_V10_P02_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W153_V08_P02_C1,W153_V08_P02_C2 with embeddings of W153_V10_P02_C1,W153_V10_P02_C2 for W153 P02 V08->V10.",train
REP-ST1811-P03,ST1811,W153,P03,V08,V10,"W153_V08_P03_C1,W153_V08_P03_C2","W153_V10_P03_C1,W153_V10_P03_C2","[{""from_chunk_id"": ""W153_V08_P03_C1"", ""to_chunk_id"": ""W153_V10_P03_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W153_V08_P03_C2"", ""to_chunk_id"": ""W153_V10_P03_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W153_V08_P03_C1,W153_V08_P03_C2 with embeddings of W153_V10_P03_C1,W153_V10_P03_C2 for W153 P03 V08->V10.",train
REP-ST1811-P04,ST1811,W153,P04,V08,V10,"W153_V08_P04_C1,W153_V08_P04_C2","W153_V10_P04_C1,W153_V10_P04_C2","[{""from_chunk_id"": ""W153_V08_P04_C1"", ""to_chunk_id"": ""W153_V10_P04_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W153_V08_P04_C2"", ""to_chunk_id"": ""W153_V10_P04_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W153_V08_P04_C1,W153_V08_P04_C2 with embeddings of W153_V10_P04_C1,W153_V10_P04_C2 for W153 P04 V08->V10.",train
REP-ST1811-P05,ST1811,W153,P05,V08,V10,"W153_V08_P05_C1,W153_V08_P05_C2","W153_V10_P05_C1,W153_V10_P05_C2","[{""from_chunk_id"": ""W153_V08_P05_C1"", ""to_chunk_id"": ""W153_V10_P05_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W153_V08_P05_C2"", ""to_chunk_id"": ""W153_V10_P05_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W153_V08_P05_C1,W153_V08_P05_C2 with embeddings of W153_V10_P05_C1,W153_V10_P05_C2 for W153 P05 V08->V10.",train
REP-ST1811-P06,ST1811,W153,P06,V08,V10,"W153_V08_P06_C1,W153_V08_P06_C2","W153_V10_P06_C1,W153_V10_P06_C2","[{""from_chunk_id"": ""W153_V08_P06_C1"", ""to_chunk_id"": ""W153_V10_P06_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W153_V08_P06_C2"", ""to_chunk_id"": ""W153_V10_P06_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W153_V08_P06_C1,W153_V08_P06_C2 with embeddings of W153_V10_P06_C1,W153_V10_P06_C2 for W153 P06 V08->V10.",train
REP-ST1811-P07,ST1811,W153,P07,V08,V10,"W153_V08_P07_C1,W153_V08_P07_C2","W153_V10_P07_C1,W153_V10_P07_C2","[{""from_chunk_id"": ""W153_V08_P07_C1"", ""to_chunk_id"": ""W153_V10_P07_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W153_V08_P07_C2"", ""to_chunk_id"": ""W153_V10_P07_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W153_V08_P07_C1,W153_V08_P07_C2 with embeddings of W153_V10_P07_C1,W153_V10_P07_C2 for W153 P07 V08->V10.",train
REP-ST1811-P08,ST1811,W153,P08,V08,V10,"W153_V08_P08_C1,W153_V08_P08_C2","W153_V10_P08_C1,W153_V10_P08_C2","[{""from_chunk_id"": ""W153_V08_P08_C1"", ""to_chunk_id"": ""W153_V10_P08_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W153_V08_P08_C2"", ""to_chunk_id"": ""W153_V10_P08_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W153_V08_P08_C1,W153_V08_P08_C2 with embeddings of W153_V10_P08_C1,W153_V10_P08_C2 for W153 P08 V08->V10.",train
REP-ST1811-P09,ST1811,W153,P09,V08,V10,"W153_V08_P09_C1,W153_V08_P09_C2","W153_V10_P09_C1,W153_V10_P09_C2","[{""from_chunk_id"": ""W153_V08_P09_C1"", ""to_chunk_id"": ""W153_V10_P09_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W153_V08_P09_C2"", ""to_chunk_id"": ""W153_V10_P09_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W153_V08_P09_C1,W153_V08_P09_C2 with embeddings of W153_V10_P09_C1,W153_V10_P09_C2 for W153 P09 V08->V10.",train
REP-ST1811-P10,ST1811,W153,P10,V08,V10,"W153_V08_P10_C1,W153_V08_P10_C2","W153_V10_P10_C1,W153_V10_P10_C2","[{""from_chunk_id"": ""W153_V08_P10_C1"", ""to_chunk_id"": ""W153_V10_P10_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W153_V08_P10_C2"", ""to_chunk_id"": ""W153_V10_P10_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W153_V08_P10_C1,W153_V08_P10_C2 with embeddings of W153_V10_P10_C1,W153_V10_P10_C2 for W153 P10 V08->V10.",train
REP-ST1812-P01,ST1812,W153,P01,V09,V10,"W153_V09_P01_C1,W153_V09_P01_C2","W153_V10_P01_C1,W153_V10_P01_C2","[{""from_chunk_id"": ""W153_V09_P01_C1"", ""to_chunk_id"": ""W153_V10_P01_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W153_V09_P01_C2"", ""to_chunk_id"": ""W153_V10_P01_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W153_V09_P01_C1,W153_V09_P01_C2 with embeddings of W153_V10_P01_C1,W153_V10_P01_C2 for W153 P01 V09->V10.",train
REP-ST1812-P02,ST1812,W153,P02,V09,V10,"W153_V09_P02_C1,W153_V09_P02_C2","W153_V10_P02_C1,W153_V10_P02_C2","[{""from_chunk_id"": ""W153_V09_P02_C1"", ""to_chunk_id"": ""W153_V10_P02_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W153_V09_P02_C2"", ""to_chunk_id"": ""W153_V10_P02_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W153_V09_P02_C1,W153_V09_P02_C2 with embeddings of W153_V10_P02_C1,W153_V10_P02_C2 for W153 P02 V09->V10.",train
REP-ST1812-P03,ST1812,W153,P03,V09,V10,"W153_V09_P03_C1,W153_V09_P03_C2","W153_V10_P03_C1,W153_V10_P03_C2","[{""from_chunk_id"": ""W153_V09_P03_C1"", ""to_chunk_id"": ""W153_V10_P03_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W153_V09_P03_C2"", ""to_chunk_id"": ""W153_V10_P03_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W153_V09_P03_C1,W153_V09_P03_C2 with embeddings of W153_V10_P03_C1,W153_V10_P03_C2 for W153 P03 V09->V10.",train
REP-ST1812-P04,ST1812,W153,P04,V09,V10,"W153_V09_P04_C1,W153_V09_P04_C2","W153_V10_P04_C1,W153_V10_P04_C2","[{""from_chunk_id"": ""W153_V09_P04_C1"", ""to_chunk_id"": ""W153_V10_P04_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W153_V09_P04_C2"", ""to_chunk_id"": ""W153_V10_P04_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W153_V09_P04_C1,W153_V09_P04_C2 with embeddings of W153_V10_P04_C1,W153_V10_P04_C2 for W153 P04 V09->V10.",train
REP-ST1812-P05,ST1812,W153,P05,V09,V10,"W153_V09_P05_C1,W153_V09_P05_C2","W153_V10_P05_C1,W153_V10_P05_C2","[{""from_chunk_id"": ""W153_V09_P05_C1"", ""to_chunk_id"": ""W153_V10_P05_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W153_V09_P05_C2"", ""to_chunk_id"": ""W153_V10_P05_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W153_V09_P05_C1,W153_V09_P05_C2 with embeddings of W153_V10_P05_C1,W153_V10_P05_C2 for W153 P05 V09->V10.",train
REP-ST1812-P06,ST1812,W153,P06,V09,V10,"W153_V09_P06_C1,W153_V09_P06_C2","W153_V10_P06_C1,W153_V10_P06_C2","[{""from_chunk_id"": ""W153_V09_P06_C1"", ""to_chunk_id"": ""W153_V10_P06_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W153_V09_P06_C2"", ""to_chunk_id"": ""W153_V10_P06_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W153_V09_P06_C1,W153_V09_P06_C2 with embeddings of W153_V10_P06_C1,W153_V10_P06_C2 for W153 P06 V09->V10.",train
REP-ST1812-P07,ST1812,W153,P07,V09,V10,"W153_V09_P07_C1,W153_V09_P07_C2","W153_V10_P07_C1,W153_V10_P07_C2","[{""from_chunk_id"": ""W153_V09_P07_C1"", ""to_chunk_id"": ""W153_V10_P07_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W153_V09_P07_C2"", ""to_chunk_id"": ""W153_V10_P07_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W153_V09_P07_C1,W153_V09_P07_C2 with embeddings of W153_V10_P07_C1,W153_V10_P07_C2 for W153 P07 V09->V10.",train
REP-ST1812-P08,ST1812,W153,P08,V09,V10,"W153_V09_P08_C1,W153_V09_P08_C2","W153_V10_P08_C1,W153_V10_P08_C2","[{""from_chunk_id"": ""W153_V09_P08_C1"", ""to_chunk_id"": ""W153_V10_P08_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W153_V09_P08_C2"", ""to_chunk_id"": ""W153_V10_P08_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W153_V09_P08_C1,W153_V09_P08_C2 with embeddings of W153_V10_P08_C1,W153_V10_P08_C2 for W153 P08 V09->V10.",train
REP-ST1812-P09,ST1812,W153,P09,V09,V10,"W153_V09_P09_C1,W153_V09_P09_C2","W153_V10_P09_C1,W153_V10_P09_C2","[{""from_chunk_id"": ""W153_V09_P09_C1"", ""to_chunk_id"": ""W153_V10_P09_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W153_V09_P09_C2"", ""to_chunk_id"": ""W153_V10_P09_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W153_V09_P09_C1,W153_V09_P09_C2 with embeddings of W153_V10_P09_C1,W153_V10_P09_C2 for W153 P09 V09->V10.",train
REP-ST1812-P10,ST1812,W153,P10,V09,V10,"W153_V09_P10_C1,W153_V09_P10_C2","W153_V10_P10_C1,W153_V10_P10_C2","[{""from_chunk_id"": ""W153_V09_P10_C1"", ""to_chunk_id"": ""W153_V10_P10_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W153_V09_P10_C2"", ""to_chunk_id"": ""W153_V10_P10_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W153_V09_P10_C1,W153_V09_P10_C2 with embeddings of W153_V10_P10_C1,W153_V10_P10_C2 for W153 P10 V09->V10.",train
REP-ST1813-P01,ST1813,W154,P01,V01,V02,"W154_V01_P01_C1,W154_V01_P01_C2","W154_V02_P01_C1,W154_V02_P01_C2","[{""from_chunk_id"": ""W154_V01_P01_C1"", ""to_chunk_id"": ""W154_V02_P01_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W154_V01_P01_C2"", ""to_chunk_id"": ""W154_V02_P01_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W154_V01_P01_C1,W154_V01_P01_C2 with embeddings of W154_V02_P01_C1,W154_V02_P01_C2 for W154 P01 V01->V02.",train
REP-ST1813-P02,ST1813,W154,P02,V01,V02,"W154_V01_P02_C1,W154_V01_P02_C2","W154_V02_P02_C1,W154_V02_P02_C2","[{""from_chunk_id"": ""W154_V01_P02_C1"", ""to_chunk_id"": ""W154_V02_P02_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W154_V01_P02_C2"", ""to_chunk_id"": ""W154_V02_P02_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W154_V01_P02_C1,W154_V01_P02_C2 with embeddings of W154_V02_P02_C1,W154_V02_P02_C2 for W154 P02 V01->V02.",train
REP-ST1813-P03,ST1813,W154,P03,V01,V02,"W154_V01_P03_C1,W154_V01_P03_C2","W154_V02_P03_C1,W154_V02_P03_C2","[{""from_chunk_id"": ""W154_V01_P03_C1"", ""to_chunk_id"": ""W154_V02_P03_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W154_V01_P03_C2"", ""to_chunk_id"": ""W154_V02_P03_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W154_V01_P03_C1,W154_V01_P03_C2 with embeddings of W154_V02_P03_C1,W154_V02_P03_C2 for W154 P03 V01->V02.",train
REP-ST1813-P04,ST1813,W154,P04,V01,V02,"W154_V01_P04_C1,W154_V01_P04_C2","W154_V02_P04_C1,W154_V02_P04_C2","[{""from_chunk_id"": ""W154_V01_P04_C1"", ""to_chunk_id"": ""W154_V02_P04_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W154_V01_P04_C2"", ""to_chunk_id"": ""W154_V02_P04_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W154_V01_P04_C1,W154_V01_P04_C2 with embeddings of W154_V02_P04_C1,W154_V02_P04_C2 for W154 P04 V01->V02.",train
REP-ST1813-P05,ST1813,W154,P05,V01,V02,"W154_V01_P05_C1,W154_V01_P05_C2","W154_V02_P05_C1,W154_V02_P05_C2","[{""from_chunk_id"": ""W154_V01_P05_C1"", ""to_chunk_id"": ""W154_V02_P05_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W154_V01_P05_C2"", ""to_chunk_id"": ""W154_V02_P05_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W154_V01_P05_C1,W154_V01_P05_C2 with embeddings of W154_V02_P05_C1,W154_V02_P05_C2 for W154 P05 V01->V02.",train
REP-ST1813-P06,ST1813,W154,P06,V01,V02,"W154_V01_P06_C1,W154_V01_P06_C2","W154_V02_P06_C1,W154_V02_P06_C2","[{""from_chunk_id"": ""W154_V01_P06_C1"", ""to_chunk_id"": ""W154_V02_P06_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W154_V01_P06_C2"", ""to_chunk_id"": ""W154_V02_P06_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W154_V01_P06_C1,W154_V01_P06_C2 with embeddings of W154_V02_P06_C1,W154_V02_P06_C2 for W154 P06 V01->V02.",train
REP-ST1813-P07,ST1813,W154,P07,V01,V02,"W154_V01_P07_C1,W154_V01_P07_C2","W154_V02_P07_C1,W154_V02_P07_C2","[{""from_chunk_id"": ""W154_V01_P07_C1"", ""to_chunk_id"": ""W154_V02_P07_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W154_V01_P07_C2"", ""to_chunk_id"": ""W154_V02_P07_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W154_V01_P07_C1,W154_V01_P07_C2 with embeddings of W154_V02_P07_C1,W154_V02_P07_C2 for W154 P07 V01->V02.",train
REP-ST1813-P08,ST1813,W154,P08,V01,V02,"W154_V01_P08_C1,W154_V01_P08_C2","W154_V02_P08_C1,W154_V02_P08_C2","[{""from_chunk_id"": ""W154_V01_P08_C1"", ""to_chunk_id"": ""W154_V02_P08_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W154_V01_P08_C2"", ""to_chunk_id"": ""W154_V02_P08_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W154_V01_P08_C1,W154_V01_P08_C2 with embeddings of W154_V02_P08_C1,W154_V02_P08_C2 for W154 P08 V01->V02.",train
REP-ST1813-P09,ST1813,W154,P09,V01,V02,"W154_V01_P09_C1,W154_V01_P09_C2","W154_V02_P09_C1,W154_V02_P09_C2","[{""from_chunk_id"": ""W154_V01_P09_C1"", ""to_chunk_id"": ""W154_V02_P09_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W154_V01_P09_C2"", ""to_chunk_id"": ""W154_V02_P09_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W154_V01_P09_C1,W154_V01_P09_C2 with embeddings of W154_V02_P09_C1,W154_V02_P09_C2 for W154 P09 V01->V02.",train
REP-ST1813-P10,ST1813,W154,P10,V01,V02,"W154_V01_P10_C1,W154_V01_P10_C2","W154_V02_P10_C1,W154_V02_P10_C2","[{""from_chunk_id"": ""W154_V01_P10_C1"", ""to_chunk_id"": ""W154_V02_P10_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W154_V01_P10_C2"", ""to_chunk_id"": ""W154_V02_P10_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W154_V01_P10_C1,W154_V01_P10_C2 with embeddings of W154_V02_P10_C1,W154_V02_P10_C2 for W154 P10 V01->V02.",train
REP-ST1814-P01,ST1814,W154,P01,V04,V06,"W154_V04_P01_C1,W154_V04_P01_C2","W154_V06_P01_C1,W154_V06_P01_C2","[{""from_chunk_id"": ""W154_V04_P01_C1"", ""to_chunk_id"": ""W154_V06_P01_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W154_V04_P01_C2"", ""to_chunk_id"": ""W154_V06_P01_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W154_V04_P01_C1,W154_V04_P01_C2 with embeddings of W154_V06_P01_C1,W154_V06_P01_C2 for W154 P01 V04->V06.",train
REP-ST1814-P02,ST1814,W154,P02,V04,V06,"W154_V04_P02_C1,W154_V04_P02_C2","W154_V06_P02_C1,W154_V06_P02_C2","[{""from_chunk_id"": ""W154_V04_P02_C1"", ""to_chunk_id"": ""W154_V06_P02_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W154_V04_P02_C2"", ""to_chunk_id"": ""W154_V06_P02_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W154_V04_P02_C1,W154_V04_P02_C2 with embeddings of W154_V06_P02_C1,W154_V06_P02_C2 for W154 P02 V04->V06.",train
REP-ST1814-P03,ST1814,W154,P03,V04,V06,"W154_V04_P03_C1,W154_V04_P03_C2","W154_V06_P03_C1,W154_V06_P03_C2","[{""from_chunk_id"": ""W154_V04_P03_C1"", ""to_chunk_id"": ""W154_V06_P03_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W154_V04_P03_C2"", ""to_chunk_id"": ""W154_V06_P03_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W154_V04_P03_C1,W154_V04_P03_C2 with embeddings of W154_V06_P03_C1,W154_V06_P03_C2 for W154 P03 V04->V06.",train
REP-ST1814-P04,ST1814,W154,P04,V04,V06,"W154_V04_P04_C1,W154_V04_P04_C2","W154_V06_P04_C1,W154_V06_P04_C2","[{""from_chunk_id"": ""W154_V04_P04_C1"", ""to_chunk_id"": ""W154_V06_P04_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W154_V04_P04_C2"", ""to_chunk_id"": ""W154_V06_P04_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W154_V04_P04_C1,W154_V04_P04_C2 with embeddings of W154_V06_P04_C1,W154_V06_P04_C2 for W154 P04 V04->V06.",train
REP-ST1814-P05,ST1814,W154,P05,V04,V06,"W154_V04_P05_C1,W154_V04_P05_C2","W154_V06_P05_C1,W154_V06_P05_C2","[{""from_chunk_id"": ""W154_V04_P05_C1"", ""to_chunk_id"": ""W154_V06_P05_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W154_V04_P05_C2"", ""to_chunk_id"": ""W154_V06_P05_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W154_V04_P05_C1,W154_V04_P05_C2 with embeddings of W154_V06_P05_C1,W154_V06_P05_C2 for W154 P05 V04->V06.",train
REP-ST1814-P06,ST1814,W154,P06,V04,V06,"W154_V04_P06_C1,W154_V04_P06_C2","W154_V06_P06_C1,W154_V06_P06_C2","[{""from_chunk_id"": ""W154_V04_P06_C1"", ""to_chunk_id"": ""W154_V06_P06_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W154_V04_P06_C2"", ""to_chunk_id"": ""W154_V06_P06_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W154_V04_P06_C1,W154_V04_P06_C2 with embeddings of W154_V06_P06_C1,W154_V06_P06_C2 for W154 P06 V04->V06.",train
REP-ST1814-P07,ST1814,W154,P07,V04,V06,"W154_V04_P07_C1,W154_V04_P07_C2","W154_V06_P07_C1,W154_V06_P07_C2","[{""from_chunk_id"": ""W154_V04_P07_C1"", ""to_chunk_id"": ""W154_V06_P07_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W154_V04_P07_C2"", ""to_chunk_id"": ""W154_V06_P07_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W154_V04_P07_C1,W154_V04_P07_C2 with embeddings of W154_V06_P07_C1,W154_V06_P07_C2 for W154 P07 V04->V06.",train
REP-ST1814-P08,ST1814,W154,P08,V04,V06,"W154_V04_P08_C1,W154_V04_P08_C2","W154_V06_P08_C1,W154_V06_P08_C2","[{""from_chunk_id"": ""W154_V04_P08_C1"", ""to_chunk_id"": ""W154_V06_P08_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W154_V04_P08_C2"", ""to_chunk_id"": ""W154_V06_P08_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W154_V04_P08_C1,W154_V04_P08_C2 with embeddings of W154_V06_P08_C1,W154_V06_P08_C2 for W154 P08 V04->V06.",train
REP-ST1814-P09,ST1814,W154,P09,V04,V06,"W154_V04_P09_C1,W154_V04_P09_C2","W154_V06_P09_C1,W154_V06_P09_C2","[{""from_chunk_id"": ""W154_V04_P09_C1"", ""to_chunk_id"": ""W154_V06_P09_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W154_V04_P09_C2"", ""to_chunk_id"": ""W154_V06_P09_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W154_V04_P09_C1,W154_V04_P09_C2 with embeddings of W154_V06_P09_C1,W154_V06_P09_C2 for W154 P09 V04->V06.",train
REP-ST1814-P10,ST1814,W154,P10,V04,V06,"W154_V04_P10_C1,W154_V04_P10_C2","W154_V06_P10_C1,W154_V06_P10_C2","[{""from_chunk_id"": ""W154_V04_P10_C1"", ""to_chunk_id"": ""W154_V06_P10_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W154_V04_P10_C2"", ""to_chunk_id"": ""W154_V06_P10_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W154_V04_P10_C1,W154_V04_P10_C2 with embeddings of W154_V06_P10_C1,W154_V06_P10_C2 for W154 P10 V04->V06.",train
REP-ST1815-P01,ST1815,W154,P01,V08,V10,"W154_V08_P01_C1,W154_V08_P01_C2","W154_V10_P01_C1,W154_V10_P01_C2","[{""from_chunk_id"": ""W154_V08_P01_C1"", ""to_chunk_id"": ""W154_V10_P01_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W154_V08_P01_C2"", ""to_chunk_id"": ""W154_V10_P01_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W154_V08_P01_C1,W154_V08_P01_C2 with embeddings of W154_V10_P01_C1,W154_V10_P01_C2 for W154 P01 V08->V10.",train
REP-ST1815-P02,ST1815,W154,P02,V08,V10,"W154_V08_P02_C1,W154_V08_P02_C2","W154_V10_P02_C1,W154_V10_P02_C2","[{""from_chunk_id"": ""W154_V08_P02_C1"", ""to_chunk_id"": ""W154_V10_P02_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W154_V08_P02_C2"", ""to_chunk_id"": ""W154_V10_P02_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W154_V08_P02_C1,W154_V08_P02_C2 with embeddings of W154_V10_P02_C1,W154_V10_P02_C2 for W154 P02 V08->V10.",train
REP-ST1815-P03,ST1815,W154,P03,V08,V10,"W154_V08_P03_C1,W154_V08_P03_C2","W154_V10_P03_C1,W154_V10_P03_C2","[{""from_chunk_id"": ""W154_V08_P03_C1"", ""to_chunk_id"": ""W154_V10_P03_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W154_V08_P03_C2"", ""to_chunk_id"": ""W154_V10_P03_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W154_V08_P03_C1,W154_V08_P03_C2 with embeddings of W154_V10_P03_C1,W154_V10_P03_C2 for W154 P03 V08->V10.",train
